Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St Thomas,Perseverance Bay,C,2022,3/17/2022,no,yes,14:45,14:59,"AJH, LU, AND",12,31.5,114.9,7.75,19.4,31419,20427,,no,in the plot,,,
St Thomas,Perseverance Bay,B,2022,3/17/2022,no,yes,15:05,15:15,"AJH, LU, AND",15,33,177.2,11.42,20.92,33680,21895,,no,in the plot,,,
St Thomas,Perseverance Bay,B,2022,3/17/2022,no,yes,15:05,15:15,"AJH, LU, AND",14.5,32.8,186.1,12.13,21.23,34132,22186,,no,in the plot,,,
St Thomas,Perseverance Bay,B,2022,3/17/2022,no,yes,15:05,15:15,"AJH, LU, AND",13,32.2,192,12.51,21.32,34255,22260,,no,in the plot,,,
St Thomas,Perseverance Bay,B,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",69.5,,,,10,,,,NA,,,,
St Thomas,Perseverance Bay,B,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",63,,,,10,,,,NA,,,,
St Thomas,Perseverance Bay,B,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",62.5,,,,10,,,,NA,,,,
St Thomas,Perseverance Bay,A,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",66.9,,,,9,,,,NA,No YSI;lost temp probe,,,
St Thomas,Perseverance Bay,C,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",60.8,,,,7,,,,NA,,,,
St Thomas,Perseverance Bay,C,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",65.2,,,,6,,,,NA,,,,
St Thomas,Perseverance Bay,C,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",61.8,,,,6,,,,NA,,,,
St Thomas,Perseverance Bay,A,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",55.8,,,,6,,,,NA,,,,
St Thomas,Perseverance Bay,A,2023,11/23/2022,NA,NA,NA,NA,"TNT,KH",51.5,,,,6,,,,NA,No YSI;rained during sample :(,,,
St John,Princess Bay,C,2024,7/18/2024,,,NA,NA,,22.2,32,136.6,8.29,36.08,54803,35631,8.04,N,,,,
St John,Princess Bay,C,2024,7/18/2024,,,NA,NA,,24.6,31.9,130.8,7.92,36.07,54769,35604,8.01,N,,,,
St John,Princess Bay,C,2024,7/18/2024,,,NA,NA,,23.5,32.1,137.5,8.4,36.09,54833,35639,8,N,,,,
St John,Princess Bay,B,2024,7/18/2024,,,NA,NA,,40,31.5,126.8,7.72,35.89,54496,35424,7.99,N,no standing water in the plot,,,
St John,Princess Bay,B,2024,7/18/2024,,,NA,NA,,23.7,31.2,123,7.53,35.7,54275,35286,7.98,N,no standing water in the plot,,,
St John,Princess Bay,B,2024,7/18/2024,,,NA,NA,,35.3,31.2,124.8,7.67,35.55,54056,35145,7.97,N,no standing water in the plot,,,
St John,Princess Bay,A,2024,7/18/2024,,,NA,NA,,5.5,30.4,112.9,7.01,35.31,53705,34911,7.94,N,,,,
St John,Princess Bay,A,2024,7/18/2024,,,NA,NA,,12.3,30.1,101.1,6.24,33.35,53741,34936,7.92,N,taken at the ocean,,,
St John,Princess Bay,B,2023,2/21/2023,NA,NA,NA,NA,,6,29,92.2,5.82,35.77,54565,35492,7.7,N,,,,
St John,Princess Bay,B,2023,2/21/2023,NA,NA,NA,NA,,7,29.5,69.8,4.29,38.62,58094,37760,7.55,N,,,,
St John,Princess Bay,C,2023,2/21/2023,NA,NA,NA,NA,,3.5,28.2,96.4,6.2,34.89,53088,34438,7.54,N,,,,
St John,Princess Bay,C,2023,2/21/2023,NA,NA,NA,NA,,6,27.7,80.1,5,38.29,57576,37434,7.5,N,,,,
St John,Princess Bay,B,2023,2/21/2023,NA,NA,NA,NA,,8,32.1,73.8,4.28,38.75,58452,38003,7.41,N,,,,
St John,Princess Bay,A,2023,2/21/2023,NA,NA,NA,NA,,7.5,28.2,57.1,3.54,38.97,58511,38035,7.41,Y,,,,
St John,Princess Bay,C,2023,2/21/2023,NA,NA,NA,NA,,9,29,71.2,4.42,37.77,57229,37245,7.37,N,,,,
St John,Princess Bay,A,2023,2/21/2023,NA,NA,NA,NA,,8.3,29.4,61,3.77,38.8,58379,37973,7.31,N,,,,
St John,Princess Bay,A,2024,7/18/2024,,,NA,NA,,5.4,29.5,15,0.86,33.14,50714,32978,7.01,Y,rained at time for collection,,,
St John,Princess Bay,A,2023,2/21/2023,NA,NA,NA,NA,,7.1,27.1,63.5,4,41.54,61813,40183,6.93,Y,GATHERED FROM FOOTPRINT,,,
St John,Princess Bay,B,2023,9/1/2022,no,yes,13:28,13:38,"AND, AJH, KH",18.5,34.7,102.4,6.2,29.87,43774,19644,,no,standing water in plot,,,
St John,Princess Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",5.4,27.7,83,5.51,28.82,44709,29761,,N,,,,
St John,Princess Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",14.7,27.8,69.2,4.57,29.59,45754,29765,,N,TIDE HIGH AND RAINING,,,
St John,Princess Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",13.5,27.8,74.2,4.86,31.06,47805,31074,,N,,,,
St John,Princess Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",11,28,71.5,4.56,31.28,48124,31280,,N,TIDE HIGH AND RAINING,,,
St John,Princess Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",16.9,28.1,61.3,3.99,31.94,49022,31864,,N,TIDE HIGH AND RAINING,,,
St John,Princess Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",15.5,28,72,4.72,32.01,49134,31930,,N,,,,
St John,Princess Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",11.4,28.1,77,4.9,32.56,49860,32411,,N,,,,
St John,Princess Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",11,28.1,74.5,4.8,32.67,49881,32421,,N,,,,
St John,Princess Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",13.7,28.3,71,4.48,33.65,51353,33380,,N,,,,
St John,Princess Bay,B,2022,10/25/2021,No,Yes,12:36,NA,"AND, AJH, KWG, HAS, LU, JCC",22,31.4,81.5,4.96,35.29,53731,34916,,No,halophila floating in site as well as sargassum,,,
St John,Princess Bay,C,2022,10/29/2021,Yes,Yes,11:21,NA,"AND, AJH, KWG, HAS, LU, JCC",14.9,29.7,65.7,4.08,35.38,53770,34950,,No,halophila floating in site as well as sargassum,,,
St John,Princess Bay,B,2022,10/25/2021,No,Yes,12:36,NA,"AND, AJH, KWG, HAS, LU, JCC",17,32.1,76.6,4.66,35.35,53841,34998,,No,halophila floating in site as well as sargassum,,,
St John,Princess Bay,C,2022,3/11/2022,no,no,14:25,14:34,"AJH, KWG, VB, AND",19.3,29.2,119.1,7.58,36.25,54810,35036,,no,lagoon water next to site,,,
St John,Princess Bay,A,2023,9/1/2022,no,yes,13:13,13:23,"AND, AJH, KH",16.5,35.1,117.6,6.76,35.31,53967,35094,,no,standing water in plot,,,
St John,Princess Bay,A,2022,10/29/2021,No,Yes,10:02,NA,"AND, AJH, KWG, HAS, LU, JCC",5.5,28.3,45.9,2.92,35.74,54067,35154,,No,halophila and syringodium,,,
St John,Princess Bay,A,2023,9/1/2022,no,yes,13:13,13:23,"AND, AJH, KH",18,34.6,110.7,6.4,35.43,54088,35157,,no,standing water in plot,,,
St John,Princess Bay,C,2023,9/1/2022,no,yes,13:54,14:04,"AND, AJH, KH",15,35.4,108.9,6.23,35.44,54107,35169,,no,standing water in plot,,,
St John,Princess Bay,B,2023,9/1/2022,no,yes,13:28,13:38,"AND, AJH, KH",15,35.5,112.8,6.43,35.49,54117,35182,,no,standing water in plot,,,
St John,Princess Bay,A,2023,9/1/2022,no,yes,13:13,13:23,"AND, AJH, KH",14,35.6,122.1,6.98,35.57,54346,35347,,no,standing water in plot,,,
St John,Princess Bay,A,2022,10/29/2021,No,Yes,10:02,NA,"AND, AJH, KWG, HAS, LU, JCC",13,28.1,44.2,2.82,35.96,54479,35409,,No,halophila and syringodium,,,
St John,Princess Bay,C,2022,10/29/2021,Yes,Yes,11:21,NA,"AND, AJH, KWG, HAS, LU, JCC",5.4,29.9,59.5,3.68,36.01,54613,35499,,No,halophila floating in site as well as sargassum,,,
St John,Princess Bay,C,2023,9/1/2022,no,yes,13:54,14:04,"AND, AJH, KH",7,35.4,96.8,5.5,35.79,54620,35504,,no,standing water in plot,,,
St John,Princess Bay,B,2022,10/25/2021,No,Yes,12:36,NA,"AND, AJH, KWG, HAS, LU, JCC",12,32.6,67.4,4.02,35.92,54641,35505,,No,halophila floating in site as well as sargassum,,,
St John,Princess Bay,C,2023,9/1/2022,no,yes,13:54,14:04,"AND, AJH, KH",15,35.7,103.6,5.88,35.8,54633,35512,,no,standing water in plot,,,
St John,Princess Bay,A,2022,10/29/2021,No,Yes,10:02,NA,"AND, AJH, KWG, HAS, LU, JCC",10.5,29.2,49.6,3.11,36.02,54620,35531,,No,halophila and syringodium,,,
St John,Princess Bay,B,2023,9/1/2022,no,yes,13:28,13:38,"AND, AJH, KH",15,35.8,114.4,6.49,35.83,54688,35542,,no,standing water in plot,,,
St John,Princess Bay,C,2022,10/29/2021,Yes,Yes,11:21,NA,"AND, AJH, KWG, HAS, LU, JCC",1.8,30.9,75.3,4.6,36.02,54754,35577,,Yes,halophila floating in site as well as sargassum,,,
St John,Princess Bay,B,2022,3/11/2022,no,no,14:00,14:18,"AJH, KWG, VB, AND",13,29.2,114.8,7.24,36.26,54836,35675,,no,lagoon water next to site,,,
St John,Princess Bay,B,2022,3/11/2022,no,no,14:00,14:18,"AJH, KWG, VB, AND",6.4,29.9,82,5.06,36.31,54920,35739,,no,lagoon water next to site,,,
St John,Princess Bay,C,2022,3/11/2022,no,no,14:25,14:34,"AJH, KWG, VB, AND",13,29.9,105.4,6.56,36.31,54979,35751,,no,lagoon water next to site,,,
St John,Princess Bay,A,2022,3/11/2022,no,no,13:30,13:45,"AJH, KWG, VB, AND",12.5,29,127.1,8.07,36.39,54954,35776,,no,lagoon water next to site,,,
St John,Princess Bay,B,2022,3/11/2022,no,no,14:00,14:18,"AJH, KWG, VB, AND",12.3,29.5,113.9,7.15,36.36,55819,35778,,no,lagoon water next to site,,,
St John,Princess Bay,A,2022,3/11/2022,no,no,13:30,13:45,"AJH, KWG, VB, AND",10.5,29.2,120,7.98,36.41,54955,35811,,no,lagoon water next to site,,,
St John,Princess Bay,A,2022,3/11/2022,no,no,13:30,13:45,"AJH, KWG, VB, AND",10.7,29.5,128.5,8.14,36.52,55221,35919,,no,lagoon water next to site,,,
St John,Princess Bay,C,2022,3/11/2022,no,no,14:25,14:34,"AJH, KWG, VB, AND",11,29.3,93.5,5.82,35.85,55327,35972,,no,lagoon water next to site,,,
St John,Princess Bay,C,2022,3/11/2022,yes,yes,14:25,14:34,"AJH, KWG, VB, AND",0,33.4,81.9,4.79,36.42,55398,35984,,yes,in the plot,,,
St John,Princess Bay,C,2022,3/11/2022,yes,yes,14:25,14:34,"AJH, KWG, VB, AND",0,31.7,87.7,5.25,36.61,55474,36076,,yes,in the plot,,,
St John,Princess Bay,B,2022,3/11/2022,yes,yes,14:00,14:18,"AJH, KWG, VB, AND",0,31.9,80.1,4.74,37.01,55980,36412,,yes,in the plot,,,
St John,Princess Bay,C,2022,3/11/2022,yes,yes,14:25,14:34,"AJH, KWG, VB, AND",0,32,91.5,5.45,37.05,56088,36470,,yes,in the plot,,,
St John,Princess Bay,B,2022,3/11/2022,yes,yes,14:00,14:18,"AJH, KWG, VB, AND",0,30,93.5,5.76,37.49,56566,36784,,yes,in the plot,,,
St John,Princess Bay,A,2022,3/11/2022,yes,yes,13:30,13:45,"AJH, KWG, VB, AND",0,31.5,72.4,4.3,37.52,56738,36873,,yes,"in the plot, low tide, RHMA props",,,
St John,Princess Bay,B,2022,3/11/2022,yes,yes,14:00,14:18,"AJH, KWG, VB, AND",0,33.6,85.4,4.96,37.45,56773,36882,,yes,in the plot,,,
St John,Princess Bay,A,2022,3/11/2022,yes,yes,13:30,13:45,"AJH, KWG, VB, AND",0,29.6,83.2,5.13,37.65,56767,36908,,yes,"in the plot, low tide, RHMA props",,,
St John,Princess Bay,A,2022,3/11/2022,yes,yes,13:30,13:45,"AJH, KWG, VB, AND",0,31.1,77,4.63,38.55,58041,37736,,yes,"in the plot, low tide, RHMA props",,,
St John,Reef Bay,B,2024,10/8/2024,,,,,,35,31.1,61.9,4.48,4.51,8209,5336,8.16,N,MG LU,,,
St John,Reef Bay,A,2024,10/8/2024,,,,,,28.1,30.5,77.7,4.92,4.58,8332,5409,8.12,N,AND LU,,,
St John,Reef Bay,B,2024,10/8/2024,,,,,,27.5,30.5,64.6,4.52,4.52,8220,5345,8.08,N,MG LU,,,
St John,Reef Bay,A,2024,10/8/2024,,,,,,33.5,30.6,43,2.65,4.4,8341,5425,8.04,N,AND LU,,,
St John,Reef Bay,A,2024,10/8/2024,,,,,,26.8,30,72.2,4.42,4.6,8323,5423,8,N,AND LU,,,
St John,Reef Bay,C,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",17.3,34.2,117.8,6.22,53.54,77544,50405,7.96,N,,,,
St John,Reef Bay,C,2024,10/8/2024,,,,,,34.4,31,52,3.71,4.43,8078,5249,7.94,N,MG LU,,,
St John,Reef Bay,C,2024,10/8/2024,,,,,,34.2,31.5,54.6,3.86,4.42,8052,5234,7.93,N,MG LU,,,
St John,Reef Bay,B,2024,10/8/2024,,,,,,30,31.4,53.4,3.9,4.52,8218,5342,7.91,N,MG LU,,,
St John,Reef Bay,C,2024,10/8/2024,,,,,,29.4,31,48.6,3.43,4.41,8039,5224,7.9,N,MG LU,,,
St John,Reef Bay,C,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",14.8,32.9,80.3,4.35,52.76,76495,49728,7.89,N,,,,
St John,Reef Bay,C,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",15,33.7,65.4,3.36,52.74,76502,49714,7.83,N,,,,
St John,Reef Bay,B,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",20,32.8,42.3,1.92,55.49,79870,51913,7.83,N,,,,
St John,Reef Bay,B,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",15.5,32.5,39,2.28,55.08,79342,51571,7.82,N,,,,
St John,Reef Bay,B,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",11,31.7,29.6,,55.04,79254,51515,7.79,N,,,,
St John,Reef Bay,A,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",8,32.7,5,,53.63,77620,50599,7.56,N,,,,
St John,Reef Bay,A,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",13,30.6,11.3,0.58,52.72,76306,49602,7.42,N,,,,
St John,Reef Bay,A,2023,8/24/2023,NA,NA,NA,NA,"LU, AJH, AND",16,31.7,10.1,0.5,51.06,74269,48280,7.1,N,,,,
St John,Reef Bay,A,2022,12/3/2021,No,Yes,10:11,NA,"LU, KH, LP, AD",9,27,7,0.4,44.88,66150,43000,,No,,,,
St John,Reef Bay,C,2022,12/8/2021,No,Yes,10:58,NA,"LU, KH, LP, AD",8,30.3,112.3,6.63,45.53,67611,43730,,No,,,,
St John,Reef Bay,C,2022,12/8/2021,No,Yes,10:58,NA,"LU, KH, LP, AD",35,30.1,104.8,6.13,46.2,68130,44040,,No,,,,
St John,Reef Bay,A,2022,12/3/2021,No,Yes,10:11,NA,"LU, KH, LP, AD",12,27,13,0.78,46.38,68090,44260,,No,,,,
St John,Reef Bay,A,2022,12/3/2021,No,Yes,10:11,NA,"LU, KH, LP, AD",11,27,9,0.54,46.46,68197,44329,,No,,,,
St John,Reef Bay,C,2022,12/8/2021,No,Yes,10:58,NA,"LU, KH, LP, AD",34,29.2,93,5.39,46.5,68506,44540,,No,,,,
St John,Reef Bay,B,2022,12/3/2021,No,Yes,9:06,NA,"LU, KH, LP, AD",13.1,24.5,34.3,1.98,47.68,69683,45270,,No,,,,
St John,Reef Bay,B,2022,12/3/2021,No,Yes,9:06,NA,"LU, KH, LP, AD",12.2,24.5,29.2,1.83,48.13,70201,45641,,No,,,,
St John,Reef Bay,B,2022,3/11/2022,yes,yes,10:55,11:05,"AJH, KWG, VB, AND",1.9,26.2,102.5,6.22,53.13,75588,49514,,yes,pore water in the plot,,,
St John,Reef Bay,A,2022,3/11/2022,yes,yes,10:35,10:48,"AJH, KWG, VB, AND",6.3,27.9,112.5,6.56,54.73,78537,51098,,yes,pore water in the plot,,,
St John,Reef Bay,A,2022,3/11/2022,yes,yes,10:35,10:48,"AJH, KWG, VB, AND",5,27.8,109,6.35,54.79,78620,51111,,yes,pore water in the plot,,,
St John,Reef Bay,A,2022,3/11/2022,yes,yes,10:35,10:48,"AJH, KWG, VB, AND",6.4,27.4,105.8,6.19,55.15,79069,51437,,yes,pore water in the plot,,,
St John,Reef Bay,B,2022,3/11/2022,yes,no,10:55,11:05,"AJH, KWG, VB, AND",2,26.3,107.7,6.39,55.96,79814,51949,,yes,pore water outsite the plot,,,
St John,Reef Bay,B,2022,3/11/2022,yes,yes,10:55,11:05,"AJH, KWG, VB, AND",2.1,26.6,106.8,6.29,56.1,80234,52174,,yes,pore water in the plot,,,
St John,Reef Bay,C,2022,3/11/2022,yes,yes,11:15,11:25,"AJH, KWG, VB, AND",7,31.8,227.3,12.47,55.91,80362,52227,,no,pore water in the plot,,,
St John,Reef Bay,C,2022,3/11/2022,yes,yes,11:15,11:25,"AJH, KWG, VB, AND",5,34.1,137.6,7.25,55.82,80449,52332,,yes,pore water in the plot,,,
St John,Reef Bay,C,2022,3/11/2022,yes,yes,11:15,11:25,"AJH, KWG, VB, AND",4.1,34.3,143.3,7.49,57.66,82444,53599,,yes,pore water in the plot,,,
St John,Reef Bay,B,2022,12/3/2021,No,Yes,9:06,NA,"LU, KH, LP, AD",16.8,24.6,32,1.94,48.23,70278,54699,,No,,,,
St John,Reef Bay,A,2023,9/2/2022,no,yes,9:36,9:46,"LU, KH, AND",3.9,30.1,23.9,1.24,63.99,90073,58562,,no,standing water in plot,,,
St John,Reef Bay,C,2023,9/2/2022,no,yes,10:19,10:29,"LU, KH, AND",7,37.2,278.1,13.49,61.77,84900,59951,,no,standing water in plot,,,
St John,Reef Bay,A,2023,9/2/2022,no,yes,9:36,9:46,"LU, KH, AND",13,29.6,9.3,0.45,66.76,93284,60632,,no,standing water in plot,,,
St John,Reef Bay,A,2023,9/2/2022,no,yes,9:36,9:46,"LU, KH, AND",6.7,31,56.1,2.82,69.85,97037,63095,,no,standing water in plot,,,
St John,Reef Bay,C,2023,9/2/2022,no,yes,10:19,10:29,"LU, KH, AND",7,35.8,185.8,8.75,,,,,no,standing water in plot,,,
St John,Reef Bay,C,2023,9/2/2022,no,yes,10:19,10:29,"LU, KH, AND",7.5,37.7,202,9.26,,,,,no,standing water in plot,,,
St John,Reef Bay,B,2023,9/2/2022,no,yes,10:06,10:16,"LU, KH, AND",6,31.4,77.2,3.84,,,,,no,standing water in plot,,,
St John,Reef Bay,B,2023,9/2/2022,no,yes,10:06,10:16,"LU, KH, AND",11,33.3,117.9,5.65,,,,,no,standing water in plot,,,
St John,Reef Bay,B,2023,9/2/2022,no,yes,10:06,10:16,"LU, KH, AND",9,33,88.1,4.19,,,,,no,standing water in plot,,,
St Croix,Salt River,A,2023,6/24/2022,no,yes,9:30,9:40,"KH, AJH",10.5,29.2,87.9,5.21,46.36,68200,44859,,no,samples at edge of plot in pond water,,,
St Croix,Salt River,A,2023,6/24/2022,no,yes,9:30,9:40,"KH, AJH",15,29.4,90.3,5.31,47.09,69326,45021,,no,samples at edge of plot in pond water,,,
St Croix,Salt River,A,2023,6/24/2022,no,yes,9:30,9:40,"KH, AJH",19,29.5,94.1,5.49,47.5,69763,45312,,no,samples at edge of plot in pond water,,,
St Croix,Salt River,A,2023,11/18/2022,No,yes,8:57,NA,"KWG, HS, AND, AH",23,26.9,63.3,4.14,34.8,32842,34358,,No,"THPO in plot, LARA fringe is growing on a 4ft clay berm",,,
St Croix,Salt River,A,2023,11/18/2022,No,yes,8:57,NA,"KWG, HS, AND, AH",32,26.8,62.7,4.09,35.04,53122,34533,,No,"THPO in plot, RHMA fringe is growing on a 4ft clay berm",,,
St Croix,Salt River,A,2023,11/18/2022,No,yes,8:57,NA,"KWG, HS, AND, AH",24,26.6,39.7,2.61,35.02,53129,34544,,No,"THPO in plot, RHMA fringe is growing on a 4ft clay berm",,,
St Croix,Salt River,A,2023,2/15/2023,NA,N,2:00,NA,"AJH, JS",10.75,32.1,186.5,11.05,42.11,62716,40798,8.38,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,N,2:00,NA,"AJH, JS",10.7,32.2,195.2,11.45,42.32,63094,41016,8.34,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,N,2:00,NA,"AJH, JS",10.1,32.6,190.4,11.47,42.49,63380,41169,8.27,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,NA,NA,NA,KH,22,25.7,82.7,4.65,62.16,87653,56993,7.84,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,NA,NA,NA,KH,14.5,25.6,79,4.45,62.19,89676,56978,7.83,N,,,,
St Croix,Salt River,A,2023,2/15/2023,NA,NA,NA,NA,KH,9.2,26.3,140.1,7.98,63.69,89129,57929,7.65,N,,,,
St Croix,Salt River,A,2023,7/13/2023,NA,NO,14:52,NA,"AJH, JS",27,30.5,155.7,9,47.97,,45681,8.62,N,SPC not recorded--smudged out,,,
St Croix,Salt River,A,2023,7/13/2023,NA,NO,14:52,NA,"AJH, JS",13,30.3,139.4,8.09,47.86,70071,45575,8.56,N,,,,
St Croix,Salt River,A,2023,7/13/2023,NA,NO,14:52,NA,"AJH, JS",17,30.1,125.5,7.32,47.5,69618,45270,8.51,N,,,,
St Croix,Salt River,B,2023,6/24/2022,no,yes,10:30,10:40,"KH, AJH",10,30.1,85.1,5.21,37.63,56644,36875,,no,inside the plot,,,
St Croix,Salt River,B,2023,6/24/2022,no,yes,10:30,10:40,"KH, AJH",5,29.7,81.3,4.96,37.52,56698,36904,,no,inside the plot,,,
St Croix,Salt River,B,2023,6/24/2022,no,yes,10:30,10:40,"KH, AJH",3,30,87.7,5.35,37.54,56720,36905,,no,inside the plot,,,
St Croix,Salt River,B,2023,11/18/2022,No,yes,11:31,NA,"KWG, HS, AND, AH",27.2,27.3,78.8,5.08,34.99,53179,34578,,No,Marine debris tire,,,
St Croix,Salt River,B,2023,11/18/2022,No,yes,11:31,NA,"KWG, HS, AND, AH",35.8,26.8,83.6,5.34,35.1,53286,34637,,No,Marine debris tire,,,
St Croix,Salt River,B,2023,11/18/2022,No,yes,11:31,NA,"KWG, HS, AND, AH",38.5,27.4,78.6,5.02,35.16,53313,34662,,No,Marine debris tire,,,
St Croix,Salt River,B,2023,2/15/2023,NA,NA,NA,NA,"AJH, JS",23,26.4,91.1,5.88,37.44,56408,36666,7.82,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,N,,,"AJH, JS",29,26.6,91,5.91,37.62,56601,36780,7.8,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,NA,NA,NA,KH,6,25.9,102.9,5.77,65.99,92208,59936,7.78,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,NA,NA,NA,KH,5.2,25.8,102.5,5.16,60.26,85371,55439,7.76,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,NA,NA,NA,KH,5,25.7,94.5,5.3,66.05,92282,59978,7.76,N,,,,
St Croix,Salt River,B,2023,2/15/2023,NA,N,,,"AJH, JS",7,26,77.9,5.11,37.52,56584,36772,7.43,N,,,,
St Croix,Salt River,B,2023,7/12/2023,NA,YES,13:42,NA,"AJH, JS",27,30.3,78.8,4.81,36.81,55703,36211,7.71,N,,,,
St Croix,Salt River,B,2023,7/12/2023,NA,YES,13:42,NA,"AJH, JS",12,29.9,78.7,4.85,36.82,55668,36193,7.68,N,,,,
St Croix,Salt River,B,2023,7/12/2023,NA,YES,13:42,NA,"AJH, JS",12,30,75,4.62,37.06,56017,36415,7.66,N,,,,
St Croix,Salt River,C,2023,6/24/2022,no,yes,11:05,11:15,"KH, AJH",8.6,30.1,74.2,4.52,37.5,56499,36758,,no,inside the plot,,,
St Croix,Salt River,C,2023,6/24/2022,no,yes,11:05,11:15,"KH, AJH",2.5,29.8,65.6,4.04,37.79,56912,37027,,no,inside the plot,,,
St Croix,Salt River,C,2023,6/24/2022,no,yes,11:05,11:15,"KH, AJH",4.4,30.3,59.8,3.61,37.82,56872,37037,,no,inside the plot,,,
St Croix,Salt River,C,2023,11/18/2022,No,yes,14:38,NA,"KWG, HS, AND, AH",27.5,28,77.5,4.86,34.99,53164,34566,,No,COER on way in,,,
St Croix,Salt River,C,2023,11/18/2022,No,yes,14:38,NA,"KWG, HS, AND, AH",28.2,27.8,73.2,4.66,35.06,53261,34637,,No,COER on way in,,,
St Croix,Salt River,C,2023,11/18/2022,No,yes,14:38,NA,"KWG, HS, AND, AH",18.1,27.8,72.3,4.63,35.1,53286,34637,,No,COER on way in,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,NA,NA,KWG,50,26.8,93.4,6.06,37.46,56438,36684,7.85,N,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,NA,NA,KWG,33,26.8,90.3,5.86,37.51,56488,36719,7.83,N,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,NA,NA,KH,10.2,24.4,72.6,4.1,67.84,94329,61324,7.71,Y,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,NA,NA,KWG,15,26.7,83,5.37,37.59,56632,36800,7.7,N,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,NA,NA,KH,8.5,24.5,73.2,4.03,68.16,94732,61577,7.7,Y,,,,
St Croix,Salt River,C,2023,2/15/2023,NA,NA,NA,NA,KH,7.4,25.8,74.9,4.14,67.71,94249,61242,7.65,Y,,,,
St Croix,Salt River,C,2023,7/12/2023,NA,YES,14:10,NA,"JS, KH",7,29.5,71,4.4,36.99,55918,36350,7.55,N,,,,
St Croix,Salt River,C,2023,7/12/2023,NA,YES,14:10,NA,"JS, KH",14,29.4,65.4,4.06,36.98,55908,36349,7.52,N,,,,
St Croix,Salt River,C,2023,7/12/2023,NA,YES,14:10,NA,"JS, KH",3,29.6,68.6,4.26,37.22,56238,36560,7.5,N,,,,
St Croix,Southgate,A,2022,11/16/2021,No,No,8:24,NA,"KWG, HS, AND, AH",2,26.1,107.7,7.59,25.07,39401,25609,,No,,,,
St Croix,Southgate,A,2022,11/16/2021,No,No,8:24,NA,"KWG, HS, AND, AH",2.5,25.9,111,7.84,26.34,41241,26877,,No,,,,
St Croix,Southgate,A,2022,11/16/2021,No,No,8:24,NA,"KWG, HS, AND, AH",3.5,25.8,108.9,6.27,61.79,87149,56655,,No,,,,
St Croix,Southgate,B,2022,11/16/2021,No,No,10:08,NA,"KWG, HS, AND, AH",7,28.7,165.3,,39.19,58773,38211,,No,,,,
St Croix,Southgate,B,2022,11/16/2021,No,No,10:08,NA,"KWG, HS, AND, AH",8.5,28.1,197.6,12.47,39.59,59298,38546,,No,,,,
St Croix,Southgate,B,2022,11/16/2021,No,No,10:08,NA,"KWG, HS, AND, AH",7,29.1,236.8,14.66,39.79,59611,38748,,No,,,,
St Croix,Southgate,C,2022,11/16/2021,Yes,Yes,13:41,NA,"KWG, HS, AND, AH",1.5,31.4,75.5,5.55,0.09,217,136,,Yes,,,,
